"Year","School_ID","Entity","Group","Test","Pass Rate","Total Count"
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","All Students","Geometry",98.63,73
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","All Students","Mathematics",50,40
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Advantaged","Algebra I",90.38,52
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Disadvantaged","Algebra I",93.33,15
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Advantaged","Geometry",98.53,68
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Disadvantaged","Geometry",NA,NA
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Advantaged","Mathematics",44,25
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Disadvantaged","Mathematics",60,15
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Non-English Learners","Algebra I",89.83,59
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","English Learners","Algebra I",NA,NA
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Non-English Learners","Geometry",98.57,70
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","English Learners","Geometry",NA,NA
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Non-English Learners","Mathematics",51.52,33
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","English Learners","Mathematics",NA,NA
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","American Indian","Geometry",NA,NA
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Asian","Algebra I",NA,NA
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Asian","Geometry",100,10
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Asian","Mathematics",NA,NA
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Black","Algebra I",NA,NA
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Black","Geometry",NA,NA
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Black","Mathematics",NA,NA
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Hispanic","Algebra I",81.82,11
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Hispanic","Geometry",NA,NA
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Hispanic","Mathematics",NA,NA
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Multiple Races","Algebra I",NA,NA
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Multiple Races","Geometry",NA,NA
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Multiple Races","Mathematics",NA,NA
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","White","Algebra I",89.74,39
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","White","Geometry",97.87,47
"2021-2022",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","White","Mathematics",51.85,27
"2021-2022",20,"Leslie H. Walton Middle","All Students","Algebra I",80.65,31
"2021-2022",20,"Leslie H. Walton Middle","All Students","Geometry",96,25
"2021-2022",20,"Leslie H. Walton Middle","All Students","Mathematics",60,45
"2021-2022",20,"Leslie H. Walton Middle","Economically Advantaged","Algebra I",81.82,22
"2021-2022",20,"Leslie H. Walton Middle","Economically Disadvantaged","Algebra I",NA,NA
"2021-2022",20,"Leslie H. Walton Middle","Economically Advantaged","Geometry",95.24,21
"2021-2022",20,"Leslie H. Walton Middle","Economically Disadvantaged","Geometry",NA,NA
"2021-2022",20,"Leslie H. Walton Middle","Economically Advantaged","Mathematics",66.67,18
"2021-2022",20,"Leslie H. Walton Middle","Economically Disadvantaged","Mathematics",55.56,27
"2021-2022",20,"Leslie H. Walton Middle","Non-English Learners","Algebra I",79.31,29
"2021-2022",20,"Leslie H. Walton Middle","Non-English Learners","Geometry",95.83,24
"2021-2022",20,"Leslie H. Walton Middle","Non-English Learners","Mathematics",58.97,39
"2021-2022",20,"Leslie H. Walton Middle","English Learners","Mathematics",NA,NA
"2021-2022",20,"Leslie H. Walton Middle","Asian","Geometry",NA,NA
"2021-2022",20,"Leslie H. Walton Middle","Asian","Mathematics",NA,NA
"2021-2022",20,"Leslie H. Walton Middle","Black","Algebra I",NA,NA
"2021-2022",20,"Leslie H. Walton Middle","Black","Mathematics",NA,NA
"2021-2022",20,"Leslie H. Walton Middle","Hispanic","Algebra I",NA,NA
"2021-2022",20,"Leslie H. Walton Middle","Hispanic","Mathematics",NA,NA
"2021-2022",20,"Leslie H. Walton Middle","Multiple Races","Algebra I",NA,NA
"2021-2022",20,"Leslie H. Walton Middle","Multiple Races","Geometry",NA,NA
"2021-2022",20,"Leslie H. Walton Middle","Multiple Races","Mathematics",NA,NA
"2021-2022",20,"Leslie H. Walton Middle","White","Algebra I",84,25
"2021-2022",20,"Leslie H. Walton Middle","White","Geometry",95.45,22
"2021-2022",20,"Leslie H. Walton Middle","White","Mathematics",46.15,26
"2021-2022",NA,"Virginia","All Students","Algebra I",89.48,30796
"2021-2022",NA,"Virginia","All Students","Geometry",95.76,11836
"2021-2022",NA,"Virginia","All Students","Mathematics",46.02,52820
"2021-2022",NA,"Virginia","Economically Advantaged","Algebra I",92.73,20935
"2021-2022",NA,"Virginia","Economically Advantaged","Geometry",96.77,10012
"2021-2022",NA,"Virginia","Economically Advantaged","Mathematics",55.29,23854
"2021-2022",NA,"Virginia","Economically Disadvantaged","Algebra I",82.57,9861
"2021-2022",NA,"Virginia","Economically Disadvantaged","Geometry",90.19,1824
"2021-2022",NA,"Virginia","Economically Disadvantaged","Mathematics",38.38,28966
"2021-2022",NA,"Virginia","Non-English Learners","Algebra I",90.9,27798
"2021-2022",NA,"Virginia","Non-English Learners","Geometry",95.81,11492
"2021-2022",NA,"Virginia","Non-English Learners","Mathematics",49.24,43411
"2021-2022",NA,"Virginia","English Learners","Algebra I",52.44,944
"2021-2022",NA,"Virginia","English Learners","Geometry",79.55,44
"2021-2022",NA,"Virginia","English Learners","Mathematics",19.51,5719
"2021-2022",NA,"Virginia","American Indian","Algebra I",87.88,66
"2021-2022",NA,"Virginia","American Indian","Geometry",100,35
"2021-2022",NA,"Virginia","American Indian","Mathematics",42.76,145
"2021-2022",NA,"Virginia","Asian","Algebra I",95.68,2871
"2021-2022",NA,"Virginia","Asian","Geometry",97.36,2647
"2021-2022",NA,"Virginia","Asian","Mathematics",61.09,1858
"2021-2022",NA,"Virginia","Black","Algebra I",81.22,5703
"2021-2022",NA,"Virginia","Black","Geometry",85.85,1286
"2021-2022",NA,"Virginia","Black","Mathematics",35.02,13981
"2021-2022",NA,"Virginia","Hispanic","Algebra I",82.45,4776
"2021-2022",NA,"Virginia","Hispanic","Geometry",94.46,885
"2021-2022",NA,"Virginia","Hispanic","Mathematics",37.48,11691
"2021-2022",NA,"Virginia","White","Algebra I",93.3,15477
"2021-2022",NA,"Virginia","White","Geometry",97.15,6107
"2021-2022",NA,"Virginia","White","Mathematics",55.91,21969
"2021-2022",NA,"Virginia","Native Hawaiian  or Pacific Islander","Algebra I",98,50
"2021-2022",NA,"Virginia","Native Hawaiian  or Pacific Islander","Geometry",90.48,21
"2021-2022",NA,"Virginia","Native Hawaiian  or Pacific Islander","Mathematics",49.45,91
"2021-2022",NA,"Virginia","Multiple Races","Algebra I",91.26,1853
"2021-2022",NA,"Virginia","Multiple Races","Geometry",97.08,855
"2021-2022",NA,"Virginia","Multiple Races","Mathematics",48.75,3085
"2022-2023",NA,"Albemarle County","All Students","Algebra I",90.09,323
"2022-2023",NA,"Albemarle County","All Students","Geometry",98.9,273
"2022-2023",NA,"Albemarle County","All Students","Mathematics",37.79,434
"2022-2023",NA,"Albemarle County","Economically Advantaged","Algebra I",92.18,243
"2022-2023",NA,"Albemarle County","Economically Advantaged","Geometry",99.2,251
"2022-2023",NA,"Albemarle County","Economically Advantaged","Mathematics",52.36,191
"2022-2023",NA,"Albemarle County","Economically Disadvantaged","Algebra I",83.75,80
"2022-2023",NA,"Albemarle County","Economically Disadvantaged","Geometry",95.45,22
"2022-2023",NA,"Albemarle County","Economically Disadvantaged","Mathematics",26.34,243
"2022-2023",NA,"Albemarle County","Non-English Learners","Algebra I",90,300
"2022-2023",NA,"Albemarle County","Non-English Learners","Geometry",98.89,270
"2022-2023",NA,"Albemarle County","Non-English Learners","Mathematics",43.28,335
"2022-2023",NA,"Albemarle County","English Learners","Algebra I",NA,NA
"2022-2023",NA,"Albemarle County","English Learners","Geometry",NA,NA
"2022-2023",NA,"Albemarle County","English Learners","Mathematics",12.68,71
"2022-2023",NA,"Albemarle County","American Indian","Algebra I",NA,NA
"2022-2023",NA,"Albemarle County","Asian","Algebra I",94.74,19
"2022-2023",NA,"Albemarle County","Asian","Geometry",100,24
"2022-2023",NA,"Albemarle County","Asian","Mathematics",NA,16
"2022-2023",NA,"Albemarle County","Black","Algebra I",81.48,27
"2022-2023",NA,"Albemarle County","Black","Geometry",NA,NA
"2022-2023",NA,"Albemarle County","Black","Mathematics",25,88
"2022-2023",NA,"Albemarle County","Hispanic","Algebra I",85,40
"2022-2023",NA,"Albemarle County","Hispanic","Geometry",100,10
"2022-2023",NA,"Albemarle County","Hispanic","Mathematics",27.19,114
"2022-2023",NA,"Albemarle County","White","Algebra I",92.56,215
"2022-2023",NA,"Albemarle County","White","Geometry",99.08,217
"2022-2023",NA,"Albemarle County","White","Mathematics",51.93,181
"2022-2023",NA,"Albemarle County","Native Hawaiian  or Pacific Islander","Algebra I",NA,NA
"2022-2023",NA,"Albemarle County","Multiple Races","Algebra I",84.21,19
"2022-2023",NA,"Albemarle County","Multiple Races","Geometry",100,14
"2022-2023",NA,"Albemarle County","Multiple Races","Mathematics",31.43,35
"2022-2023",890,"Community Lab School (Formerly: Murray School, Murray High)","All Students","Algebra I",NA,NA
"2022-2023",890,"Community Lab School (Formerly: Murray School, Murray High)","All Students","Geometry",100,15
"2022-2023",890,"Community Lab School (Formerly: Murray School, Murray High)","All Students","Mathematics",92.31,13
"2022-2023",890,"Community Lab School (Formerly: Murray School, Murray High)","Economically Advantaged","Algebra I",NA,NA
"2022-2023",890,"Community Lab School (Formerly: Murray School, Murray High)","Economically Advantaged","Geometry",100,14
"2022-2023",890,"Community Lab School (Formerly: Murray School, Murray High)","Economically Disadvantaged","Geometry",NA,NA
"2022-2023",890,"Community Lab School (Formerly: Murray School, Murray High)","Economically Advantaged","Mathematics",90.91,11
"2022-2023",890,"Community Lab School (Formerly: Murray School, Murray High)","Economically Disadvantaged","Mathematics",NA,NA
"2022-2023",890,"Community Lab School (Formerly: Murray School, Murray High)","Non-English Learners","Algebra I",NA,NA
"2022-2023",890,"Community Lab School (Formerly: Murray School, Murray High)","Non-English Learners","Geometry",100,15
"2022-2023",890,"Community Lab School (Formerly: Murray School, Murray High)","Non-English Learners","Mathematics",91.67,12
"2022-2023",890,"Community Lab School (Formerly: Murray School, Murray High)","Asian","Geometry",NA,NA
"2022-2023",890,"Community Lab School (Formerly: Murray School, Murray High)","Black","Mathematics",NA,NA
"2022-2023",890,"Community Lab School (Formerly: Murray School, Murray High)","Hispanic","Algebra I",NA,NA
"2022-2023",890,"Community Lab School (Formerly: Murray School, Murray High)","Hispanic","Geometry",NA,NA
"2022-2023",890,"Community Lab School (Formerly: Murray School, Murray High)","Hispanic","Mathematics",NA,NA
"2022-2023",890,"Community Lab School (Formerly: Murray School, Murray High)","Multiple Races","Algebra I",NA,NA
"2022-2023",890,"Community Lab School (Formerly: Murray School, Murray High)","Multiple Races","Mathematics",NA,NA
"2022-2023",890,"Community Lab School (Formerly: Murray School, Murray High)","White","Algebra I",NA,NA
"2022-2023",890,"Community Lab School (Formerly: Murray School, Murray High)","White","Geometry",100,13
"2022-2023",890,"Community Lab School (Formerly: Murray School, Murray High)","White","Mathematics",NA,NA
"2022-2023",69,"Jackson P. Burley Middle","All Students","Algebra I",100,46
"2022-2023",69,"Jackson P. Burley Middle","All Students","Geometry",100,56
"2022-2023",69,"Jackson P. Burley Middle","All Students","Mathematics",31.19,109
"2022-2023",69,"Jackson P. Burley Middle","Economically Advantaged","Algebra I",100,28
"2022-2023",69,"Jackson P. Burley Middle","Economically Disadvantaged","Algebra I",100,18
"2022-2023",69,"Jackson P. Burley Middle","Economically Advantaged","Geometry",100,50
"2022-2023",69,"Jackson P. Burley Middle","Economically Disadvantaged","Geometry",NA,NA
"2022-2023",69,"Jackson P. Burley Middle","Economically Advantaged","Mathematics",52.78,36
"2022-2023",69,"Jackson P. Burley Middle","Economically Disadvantaged","Mathematics",20.55,73
"2022-2023",69,"Jackson P. Burley Middle","Non-English Learners","Algebra I",100,40
"2022-2023",69,"Jackson P. Burley Middle","English Learners","Algebra I",NA,NA
"2022-2023",69,"Jackson P. Burley Middle","Non-English Learners","Geometry",100,56
"2022-2023",69,"Jackson P. Burley Middle","Non-English Learners","Mathematics",35.82,67
"2022-2023",69,"Jackson P. Burley Middle","English Learners","Mathematics",14.81,27
"2022-2023",69,"Jackson P. Burley Middle","Asian","Algebra I",NA,NA
"2022-2023",69,"Jackson P. Burley Middle","Asian","Geometry",NA,NA
"2022-2023",69,"Jackson P. Burley Middle","Asian","Mathematics",NA,NA
"2022-2023",69,"Jackson P. Burley Middle","Black","Algebra I",NA,NA
"2022-2023",69,"Jackson P. Burley Middle","Black","Geometry",NA,NA
"2022-2023",69,"Jackson P. Burley Middle","Black","Mathematics",26.09,23
"2022-2023",69,"Jackson P. Burley Middle","Hispanic","Algebra I",NA,NA
"2022-2023",69,"Jackson P. Burley Middle","Hispanic","Geometry",NA,NA
"2022-2023",69,"Jackson P. Burley Middle","Hispanic","Mathematics",23.91,46
"2022-2023",69,"Jackson P. Burley Middle","Native Hawaiian  or Pacific Islander","Algebra I",NA,NA
"2022-2023",69,"Jackson P. Burley Middle","Multiple Races","Algebra I",NA,NA
"2022-2023",69,"Jackson P. Burley Middle","Multiple Races","Geometry",NA,NA
"2022-2023",69,"Jackson P. Burley Middle","Multiple Races","Mathematics",NA,10
"2022-2023",69,"Jackson P. Burley Middle","White","Algebra I",100,23
"2022-2023",69,"Jackson P. Burley Middle","White","Geometry",100,43
"2022-2023",69,"Jackson P. Burley Middle","White","Mathematics",54.17,24
"2022-2023",942,"Joseph T. Henley Middle","All Students","Algebra I",95.24,105
"2022-2023",942,"Joseph T. Henley Middle","All Students","Geometry",98.53,68
"2022-2023",942,"Joseph T. Henley Middle","All Students","Mathematics",44.94,89
"2022-2023",942,"Joseph T. Henley Middle","Economically Advantaged","Algebra I",94.79,96
"2022-2023",942,"Joseph T. Henley Middle","Economically Disadvantaged","Algebra I",NA,NA
"2022-2023",942,"Joseph T. Henley Middle","Economically Advantaged","Geometry",98.53,68
"2022-2023",942,"Joseph T. Henley Middle","Economically Advantaged","Mathematics",52.38,63
"2022-2023",942,"Joseph T. Henley Middle","Economically Disadvantaged","Mathematics",26.92,26
"2022-2023",942,"Joseph T. Henley Middle","Non-English Learners","Algebra I",95.24,105
"2022-2023",942,"Joseph T. Henley Middle","Non-English Learners","Geometry",98.53,68
"2022-2023",942,"Joseph T. Henley Middle","Non-English Learners","Mathematics",47.06,85
"2022-2023",942,"Joseph T. Henley Middle","English Learners","Mathematics",NA,NA
"2022-2023",942,"Joseph T. Henley Middle","Asian","Algebra I",NA,NA
"2022-2023",942,"Joseph T. Henley Middle","Asian","Geometry",NA,NA
"2022-2023",942,"Joseph T. Henley Middle","Asian","Mathematics",NA,NA
"2022-2023",942,"Joseph T. Henley Middle","Black","Algebra I",NA,NA
"2022-2023",942,"Joseph T. Henley Middle","Black","Mathematics",NA,NA
"2022-2023",942,"Joseph T. Henley Middle","Hispanic","Algebra I",NA,NA
"2022-2023",942,"Joseph T. Henley Middle","Hispanic","Geometry",NA,NA
"2022-2023",942,"Joseph T. Henley Middle","Hispanic","Mathematics",NA,10
"2022-2023",942,"Joseph T. Henley Middle","Multiple Races","Algebra I",NA,NA
"2022-2023",942,"Joseph T. Henley Middle","Multiple Races","Geometry",NA,NA
"2022-2023",942,"Joseph T. Henley Middle","Multiple Races","Mathematics",NA,NA
"2022-2023",942,"Joseph T. Henley Middle","White","Algebra I",95.6,91
"2022-2023",942,"Joseph T. Henley Middle","White","Geometry",98.31,59
"2022-2023",942,"Joseph T. Henley Middle","White","Mathematics",47.3,74
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","All Students","Algebra I",80.88,68
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","All Students","Geometry",97.62,42
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","All Students","Mathematics",25.42,118
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Advantaged","Algebra I",84.62,39
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Disadvantaged","Algebra I",75.86,29
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Advantaged","Geometry",100,33
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Disadvantaged","Geometry",NA,NA
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Advantaged","Mathematics",30,30
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Disadvantaged","Mathematics",23.86,88
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","Non-English Learners","Algebra I",78.95,57
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","English Learners","Algebra I",NA,NA
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","Non-English Learners","Geometry",97.56,41
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","Non-English Learners","Mathematics",30.38,79
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","English Learners","Mathematics",13.33,30
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","American Indian","Algebra I",NA,NA
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","Asian","Algebra I",NA,NA
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","Asian","Geometry",NA,NA
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","Asian","Mathematics",NA,NA
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","Black","Algebra I",61.54,13
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","Black","Geometry",NA,NA
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","Black","Mathematics",17.5,40
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","Hispanic","Algebra I",88.24,17
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","Hispanic","Geometry",NA,NA
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","Hispanic","Mathematics",28.95,38
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","Multiple Races","Algebra I",NA,NA
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","Multiple Races","Geometry",NA,NA
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","Multiple Races","Mathematics",NA,17
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","White","Algebra I",82.76,29
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","White","Geometry",100,31
"2022-2023",950,"Journey Middle (Formerly: Jack Jouett Middle)","White","Mathematics",NA,17
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","All Students","Algebra I",95.16,62
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","All Students","Geometry",100,55
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","All Students","Mathematics",40.35,57
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Advantaged","Algebra I",93.88,49
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Disadvantaged","Algebra I",100,13
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Advantaged","Geometry",100,53
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Disadvantaged","Geometry",NA,NA
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Advantaged","Mathematics",51.85,27
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Disadvantaged","Mathematics",30,30
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Non-English Learners","Algebra I",94.74,57
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","English Learners","Algebra I",NA,NA
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Non-English Learners","Geometry",100,54
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","English Learners","Geometry",NA,NA
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Non-English Learners","Mathematics",47.92,48
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","English Learners","Mathematics",NA,NA
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Asian","Algebra I",NA,NA
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Asian","Geometry",100,10
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Asian","Mathematics",NA,NA
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Black","Algebra I",NA,NA
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Black","Geometry",NA,NA
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Black","Mathematics",NA,13
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Hispanic","Algebra I",NA,NA
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Hispanic","Geometry",NA,NA
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Hispanic","Mathematics",NA,12
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Multiple Races","Algebra I",NA,NA
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Multiple Races","Geometry",NA,NA
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","White","Algebra I",97.67,43
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","White","Geometry",100,38
"2022-2023",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","White","Mathematics",58.62,29
"2022-2023",20,"Leslie H. Walton Middle","All Students","Algebra I",69.44,36
"2022-2023",20,"Leslie H. Walton Middle","All Students","Geometry",97.3,37
"2022-2023",20,"Leslie H. Walton Middle","All Students","Mathematics",59.52,42
"2022-2023",20,"Leslie H. Walton Middle","Economically Advantaged","Algebra I",80,25
"2022-2023",20,"Leslie H. Walton Middle","Economically Disadvantaged","Algebra I",NA,11
"2022-2023",20,"Leslie H. Walton Middle","Economically Advantaged","Geometry",96.97,33
"2022-2023",20,"Leslie H. Walton Middle","Economically Disadvantaged","Geometry",NA,NA
"2022-2023",20,"Leslie H. Walton Middle","Economically Advantaged","Mathematics",78.95,19
"2022-2023",20,"Leslie H. Walton Middle","Economically Disadvantaged","Mathematics",43.48,23
"2022-2023",20,"Leslie H. Walton Middle","Non-English Learners","Algebra I",71.43,35
"2022-2023",20,"Leslie H. Walton Middle","Non-English Learners","Geometry",97.22,36
"2022-2023",20,"Leslie H. Walton Middle","Non-English Learners","Mathematics",60.53,38
"2022-2023",20,"Leslie H. Walton Middle","English Learners","Mathematics",NA,NA
"2022-2023",20,"Leslie H. Walton Middle","Black","Algebra I",NA,NA
"2022-2023",20,"Leslie H. Walton Middle","Black","Geometry",NA,NA
"2022-2023",20,"Leslie H. Walton Middle","Black","Mathematics",NA,NA
"2022-2023",20,"Leslie H. Walton Middle","Hispanic","Algebra I",NA,NA
"2022-2023",20,"Leslie H. Walton Middle","Hispanic","Geometry",NA,NA
"2022-2023",20,"Leslie H. Walton Middle","Hispanic","Mathematics",NA,NA
"2022-2023",20,"Leslie H. Walton Middle","Native Hawaiian  or Pacific Islander","Algebra I",NA,NA
"2022-2023",20,"Leslie H. Walton Middle","Multiple Races","Algebra I",NA,NA
"2022-2023",20,"Leslie H. Walton Middle","Multiple Races","Geometry",NA,NA
"2022-2023",20,"Leslie H. Walton Middle","Multiple Races","Mathematics",NA,NA
"2022-2023",20,"Leslie H. Walton Middle","White","Algebra I",76.92,26
"2022-2023",20,"Leslie H. Walton Middle","White","Geometry",96.97,33
"2022-2023",20,"Leslie H. Walton Middle","White","Mathematics",56.67,30
"2022-2023",NA,"Virginia","All Students","Algebra I",89.58,32299
"2022-2023",NA,"Virginia","All Students","Geometry",95.17,10426
"2022-2023",NA,"Virginia","All Students","Mathematics",48.42,50461
"2022-2023",NA,"Virginia","Economically Advantaged","Algebra I",93.22,21988
"2022-2023",NA,"Virginia","Economically Advantaged","Geometry",96.83,8837
"2022-2023",NA,"Virginia","Economically Advantaged","Mathematics",57.73,22451
"2022-2023",NA,"Virginia","Economically Disadvantaged","Algebra I",81.83,10311
"2022-2023",NA,"Virginia","Economically Disadvantaged","Geometry",85.9,1589
"2022-2023",NA,"Virginia","Economically Disadvantaged","Mathematics",40.96,28010
"2022-2023",NA,"Virginia","Non-English Learners","Algebra I",91.12,28853
"2022-2023",NA,"Virginia","Non-English Learners","Geometry",95.39,10160
"2022-2023",NA,"Virginia","Non-English Learners","Mathematics",52.34,40973
"2022-2023",NA,"Virginia","English Learners","Algebra I",58.22,1283
"2022-2023",NA,"Virginia","English Learners","Geometry",63.41,41
"2022-2023",NA,"Virginia","English Learners","Mathematics",19.2,5777
"2022-2023",NA,"Virginia","American Indian","Algebra I",82.35,85
"2022-2023",NA,"Virginia","American Indian","Geometry",92.31,26
"2022-2023",NA,"Virginia","American Indian","Mathematics",43.92,148
"2022-2023",NA,"Virginia","Asian","Algebra I",96.46,3026
"2022-2023",NA,"Virginia","Asian","Geometry",97.85,2274
"2022-2023",NA,"Virginia","Asian","Mathematics",57.85,1898
"2022-2023",NA,"Virginia","Black","Algebra I",80.13,6005
"2022-2023",NA,"Virginia","Black","Geometry",82.95,1120
"2022-2023",NA,"Virginia","Black","Mathematics",38.61,13019
"2022-2023",NA,"Virginia","Hispanic","Algebra I",81.68,5299
"2022-2023",NA,"Virginia","Hispanic","Geometry",90.54,867
"2022-2023",NA,"Virginia","Hispanic","Mathematics",38.33,11516
"2022-2023",NA,"Virginia","White","Algebra I",94.2,15778
"2022-2023",NA,"Virginia","White","Geometry",97.27,5385
"2022-2023",NA,"Virginia","White","Mathematics",58.82,20679
